1,6,10:20,142,328
1,6,10:22,141,328
1,6,10:24,140,328
1,6,10:26,140,327
1,6,10:28,140,326
1,6,10:30,140,325
1,6,10:32,139,325
1,6,10:34,138,325
1,6,10:36,137,325
1,6,10:38,137,324
1,6,10:40,136,324
1,6,10:42,135,324
1,6,10:44,134,324
1,6,10:46,134,323
1,6,10:48,133,323
1,6,10:50,132,323
1,6,10:52,131,323
1,6,10:54,131,322
1,6,10:56,130,322
1,6,10:58,129,322
1,6,11:00,128,322
1,6,11:02,128,321
1,6,11:04,127,321
1,6,11:06,126,321
1,6,11:08,125,321
1,6,11:10,125,320
1,6,11:12,124,320
1,6,11:14,123,320
1,6,11:16,122,320
1,6,11:18,122,319
1,6,11:20,121,319
1,6,11:22,120,319
1,6,11:24,119,319
1,6,11:26,119,318
1,6,11:28,118,318
1,6,11:30,117,318
1,6,11:32,116,318
1,6,11:34,116,317
1,6,11:36,115,317
1,6,11:38,114,317
1,6,11:40,113,317
1,6,11:42,113,316
1,6,11:44,112,316
1,6,11:46,111,316
1,6,11:48,110,316
1,6,11:50,110,315
1,6,11:52,109,315
1,6,11:54,108,315
1,6,11:56,107,315
1,6,11:58,107,314
1,6,12:00,106,314
1,6,12:02,105,314
1,6,12:04,104,314
1,6,12:06,104,313
1,6,12:08,103,313
1,6,12:10,102,313
1,6,12:12,101,313
1,6,12:14,101,312
1,6,12:16,100,312
1,6,12:18,99,312
1,6,12:20,98,312
1,6,12:22,98,311
1,6,12:24,97,311
1,6,12:26,96,311
1,6,12:28,95,311
1,6,12:30,95,310
1,6,12:32,95,309
1,6,12:34,95,308
1,6,12:36,95,307
1,6,12:38,95,306
1,6,12:40,95,305
1,6,12:42,95,304
1,6,12:44,95,303
1,6,12:46,95,302
1,6,12:48,95,301
1,6,12:50,95,300
1,6,12:52,95,299
1,6,12:54,95,298
1,6,12:56,95,297
1,6,12:58,95,296
1,6,13:00,95,295
1,6,13:02,95,294
1,6,13:04,95,293
1,6,13:06,95,292
1,6,13:08,95,291
1,6,13:10,95,290
1,6,13:12,95,289
1,6,13:14,95,288
1,6,13:16,95,287
1,6,13:18,95,286
1,6,13:20,95,285
1,6,13:22,95,284
1,6,13:24,95,283
1,6,13:26,95,282
1,6,13:28,95,281
1,6,13:30,95,280
1,6,13:32,95,279
1,6,13:34,95,278
1,6,13:36,95,277
1,6,13:38,95,276
1,6,13:40,95,275
1,6,13:42,95,274
1,6,13:44,95,273
1,6,13:46,95,272
1,6,13:48,95,271
1,6,13:50,95,270
1,6,13:52,95,269
1,6,13:54,95,268
1,6,13:56,95,267
1,6,13:58,95,266
1,6,14:00,95,265
1,6,14:02,95,264
1,6,14:04,95,263
1,6,14:06,95,262
1,6,14:08,95,261
1,6,14:10,95,260
1,6,14:12,95,259
1,6,14:14,95,258
1,6,14:16,95,257
1,6,14:18,95,256
1,6,14:20,95,255
1,6,14:22,95,254
1,6,14:24,95,253
1,6,14:26,95,252
1,6,14:28,95,251
1,6,14:30,95,250
1,6,14:32,95,249
1,6,14:34,95,248
1,6,14:36,95,247
1,6,14:38,95,246
1,6,14:40,95,245
1,6,14:42,95,244
1,6,14:44,95,243
1,6,14:46,95,242
1,6,14:48,95,241
1,6,14:50,95,240
1,6,14:52,95,239
1,6,14:54,95,238
1,6,14:56,95,237
1,6,14:58,95,236
1,6,15:00,95,235
1,6,15:02,94,235
1,6,15:04,93,235
1,6,15:06,93,234
1,6,15:08,93,233
1,6,15:10,93,232
1,6,15:12,92,232
1,6,15:14,91,232
1,6,15:16,90,232
1,6,15:18,90,231
1,6,15:20,89,231
1,6,15:22,88,231
1,6,15:24,87,231
1,6,15:26,87,230
1,6,15:28,86,230
1,6,15:30,85,230
1,6,15:32,85,229
1,6,15:34,85,228
1,6,15:36,84,228
1,6,15:38,84,227
1,6,15:40,84,226
1,6,15:42,84,225
1,6,15:44,84,224
1,6,15:46,84,223
1,6,15:48,84,222
1,6,15:50,84,221
1,6,15:52,84,220
1,6,15:54,84,219
1,6,15:56,84,218
1,6,15:58,84,217
1,6,16:00,84,216
1,6,16:02,84,215
1,6,16:04,84,214
1,6,16:06,84,213
1,6,16:08,84,212
1,6,16:10,84,211
1,6,16:12,84,210
1,6,16:14,84,209
1,6,16:16,84,208
1,6,16:18,84,207
1,6,16:20,84,206
1,6,16:22,84,205
1,6,16:24,84,204
1,6,16:26,84,203
1,7,04:10,142,328
1,7,04:12,141,328
1,7,04:14,140,328
1,7,04:16,140,327
1,7,04:18,140,326
1,7,04:20,140,325
1,7,04:22,139,325
1,7,04:24,138,325
1,7,04:26,137,325
1,7,04:28,137,324
1,7,04:30,136,324
1,7,04:32,135,324
1,7,04:34,134,324
1,7,04:36,134,323
1,7,04:38,133,323
1,7,04:40,132,323
1,7,04:42,131,323
1,7,04:44,131,322
1,7,04:46,130,322
1,7,04:48,129,322
1,7,04:50,128,322
1,7,04:52,128,321
1,7,04:54,127,321
1,7,04:56,126,321
1,7,04:58,125,321
1,7,05:00,125,320
1,7,05:02,124,320
1,7,05:04,123,320
1,7,05:06,122,320
1,7,05:08,122,319
1,7,05:10,121,319
1,7,05:12,120,319
1,7,05:14,119,319
1,7,05:16,119,318
1,7,05:18,118,318
1,7,05:20,117,318
1,7,05:22,116,318
1,7,05:24,116,317
1,7,05:26,115,317
1,7,05:28,114,317
1,7,05:30,113,317
1,7,05:32,113,316
1,7,05:34,112,316
1,7,05:36,111,316
1,7,05:38,110,316
1,7,05:40,110,315
1,7,05:42,109,315
1,7,05:44,108,315
1,7,05:46,107,315
1,7,05:48,107,314
1,7,05:50,106,314
1,7,05:52,105,314
1,7,05:54,104,314
1,7,05:56,104,313
1,7,05:58,103,313
1,7,06:00,102,313
1,7,06:02,101,313
1,7,06:04,101,312
1,7,06:06,100,312
1,7,06:08,99,312
1,7,06:10,98,312
1,7,06:12,98,311
1,7,06:14,97,311
1,7,06:16,96,311
1,7,06:18,95,311
1,7,06:20,95,310
1,7,06:22,95,309
1,7,06:24,95,308
1,7,06:26,95,307
1,7,06:28,95,306
1,7,06:30,95,305
1,7,06:32,95,304
1,7,06:34,95,303
1,7,06:36,95,302
1,7,06:38,95,301
1,7,06:40,95,300
1,7,06:42,95,299
1,7,06:44,95,298
1,7,06:46,95,297
1,7,06:48,95,296
1,7,06:50,95,295
1,7,06:52,95,294
1,7,06:54,95,293
1,7,06:56,95,292
1,7,06:58,95,291
1,7,07:00,95,290
1,7,07:02,95,289
1,7,07:04,95,288
1,7,07:06,95,287
1,7,07:08,95,286
1,7,07:10,95,285
1,7,07:12,95,284
1,7,07:14,95,283
1,7,07:16,95,282
1,7,07:18,95,281
1,7,07:20,95,280
1,7,07:22,95,279
1,7,07:24,95,278
1,7,07:26,95,277
1,7,07:28,95,276
1,7,07:30,95,275
1,7,07:32,95,274
1,7,07:34,95,273
1,7,07:36,95,272
1,7,07:38,95,271
1,7,07:40,95,270
1,7,07:42,95,269
1,7,07:44,95,268
1,7,07:46,95,267
1,7,07:48,95,266
1,7,07:50,95,265
1,7,07:52,95,264
1,7,07:54,95,263
1,7,07:56,95,262
1,7,07:58,95,261
1,7,08:00,95,260
1,7,08:02,95,259
1,7,08:04,95,258
1,7,08:06,95,257
1,7,08:08,95,256
1,7,08:10,95,255
1,7,08:12,95,254
1,7,08:14,95,253
1,7,08:16,95,252
1,7,08:18,95,251
1,7,08:20,95,250
1,7,08:22,95,249
1,7,08:24,95,248
1,7,08:26,95,247
1,7,08:28,95,246
1,7,08:30,95,245
1,7,08:32,95,244
1,7,08:34,95,243
1,7,08:36,95,242
1,7,08:38,95,241
1,7,08:40,95,240
1,7,08:42,95,239
1,7,08:44,95,238
1,7,08:46,95,237
1,7,08:48,95,236
1,7,08:50,95,235
1,7,08:52,95,234
1,7,08:54,95,233
1,7,08:56,95,232
1,7,08:58,95,231
1,7,09:00,95,230
1,7,09:02,95,229
1,7,09:04,95,228
1,7,09:06,95,227
1,7,09:08,95,226
1,7,09:10,95,225
1,7,09:12,95,224
1,7,09:14,95,223
1,7,09:16,95,222
1,7,09:18,95,221
1,7,09:20,95,220
1,7,09:22,94,220
1,7,09:24,94,219
1,7,09:26,94,218
1,7,09:28,94,217
1,7,09:30,94,216
1,7,09:32,93,216
1,7,09:34,93,215
1,7,09:36,93,214
1,7,09:38,93,213
1,7,09:40,93,212
1,7,09:42,92,212
1,7,09:44,92,211
1,7,09:46,91,211
1,7,09:48,90,211
1,7,09:50,90,210
1,7,09:52,89,210
1,7,09:54,88,210
1,7,09:56,87,210
1,7,09:58,87,209
1,7,10:00,87,208
1,7,10:02,87,207
1,7,10:04,87,206
1,7,10:06,87,205
1,7,10:08,87,204
1,7,10:10,86,204
1,7,10:12,85,204
1,7,10:14,84,204
1,7,10:16,84,203
1,8,03:00,142,328
1,8,03:02,141,328
1,8,03:04,140,328
1,8,03:06,140,327
1,8,03:08,140,326
1,8,03:10,140,325
1,8,03:12,139,325
1,8,03:14,138,325
1,8,03:16,137,325
1,8,03:18,137,324
1,8,03:20,136,324
1,8,03:22,135,324
1,8,03:24,134,324
1,8,03:26,134,323
1,8,03:28,133,323
1,8,03:30,132,323
1,8,03:32,131,323
1,8,03:34,131,322
1,8,03:36,130,322
1,8,03:38,129,322
1,8,03:40,128,322
1,8,03:42,128,321
1,8,03:44,127,321
1,8,03:46,126,321
1,8,03:48,125,321
1,8,03:50,125,320
